ID,유형,공고명,지역,게시일,마감일,상태,조회수,URL
LH_lease_931,매입임대,[충북지역본부]신혼·신생아 매입임대주택Ⅱ(전세형) 예비입주자 모집공고(250626),충청북도,2025.06.26,2025.07.09,접수마감,8019,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018274&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_932,매입임대,[서울지역본부] 25년 2차 청년 매입임대주택 예비입주자 모집공고,서울특별시,2025.06.26,2025.07.09,접수마감,403148,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018319&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_933,매입임대,[서울지역본부] 25년 2차 신혼·신생아 매입임대Ⅰ 예비입주자 모집공고,서울특별시,2025.06.26,2025.07.09,접수마감,103359,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018304&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_934,매입임대,[서울지역본부] 25년 2차 신혼·신생아 매입임대Ⅱ(전세형) 예비입주자 모집공고,서울특별시,2025.06.26,2025.07.09,접수마감,106410,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018305&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_935,매입임대,[경남지역본부] 25-2차 신혼신생아매입임대2(전세형) 예비입주자 모집공고,경상남도,2025.06.26,2025.07.09,접수마감,6939,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018288&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_936,매입임대,[강원지역본부] 25년 2차 청년매입임대 예비입주자 모집 공고,강원특별자치도,2025.06.26,2025.07.09,접수마감,17113,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018264&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_937,매입임대,[경기북부] 25년 2차 신혼·신생아 매입임대Ⅱ(전세형) 예비입주자 모집 공고,경기도,2025.06.26,2025.07.09,접수마감,70437,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018315&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_938,매입임대,[경기북부] 25년 2차 신혼·신생아 매입임대Ⅰ예비입주자 모집 공고,경기도,2025.06.26,2025.07.09,접수마감,50044,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018314&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_939,매입임대,[경기북부] 25년 2차 기숙사형 청년주택 예비입주자 모집공고,경기도,2025.06.26,2025.07.09,접수마감,28778,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018313&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_940,매입임대,[경기북부] 25년 2차 청년매입임대 예비입주자 모집공고,경기도,2025.06.26,2025.07.09,접수마감,97667,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018312&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_941,매입임대,[경기남부] 25년 2차 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,경기도,2025.06.26,2025.07.09,접수마감,45812,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018295&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_942,매입임대,[경기남부] 25년 2차 청년 매입임대주택 예비입주자 모집공고,경기도,2025.06.26,2025.07.09,접수마감,79330,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018317&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_943,매입임대,[경남지역본부] 25-2차 신혼부부매입임대1 예비입주자 모집공고,경상남도,2025.06.26,2025.07.09,접수마감,7713,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018287&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_944,매입임대,[경남지역본부] 기숙사형 청년주택(여성전용) 예비입주자 모집공고,경상남도,2025.06.26,2025.07.09,접수마감,5925,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018285&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_945,매입임대,[경남지역본부] 25-2차 청년매입임대 예비입주자 모집공고,경상남도,2025.06.26,2025.07.09,접수마감,21021,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018281&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_946,매입임대,[충북지역본부]신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고(250626),충청북도,2025.06.26,2025.07.09,접수마감,8152,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018289&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_947,매입임대,[충북지역본부]청년 매입임대주택 예비입주자 모집 공고(250626),충청북도,2025.06.26,2025.07.09,접수마감,24696,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018282&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_948,매입임대,[부산울산]청년매입임대주택 예비입주자 모집 공고,부산광역시,2025.06.26,2025.07.09,접수마감,47967,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018259&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_949,매입임대,[부산광역시]기숙사형 청년주택 예비입주자 모집 공고,부산광역시,2025.06.26,2025.07.09,접수마감,15621,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018260&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_950,매입임대,[경기 화성·군포·안산·안성시] 25년 1차 기숙사형 청년주택 예비입주자 모집공고,경기도,2025.06.26,2025.07.09,접수마감,33836,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018308&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_951,매입임대,"[인천지역본부] 25년 2차 청년 매입임대 예비입주자 모집공고(인천,부천)",인천광역시 외,2025.06.26,2025.07.09,접수마감,39470,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018292&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_952,매입임대,[부산광역시]신혼부부Ⅱ(전세형) 매입임대주택 예비입주자 모집공고,부산광역시,2025.06.26,2025.07.09,접수마감,17684,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018262&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_953,매입임대,[서울지역본부] 25년 2차 기숙사형 청년주택 예비입주자 모집 공고,서울특별시,2025.06.26,2025.07.09,접수마감,101603,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018321&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_954,매입임대,[부산울산]신혼부부Ⅰ 매입임대주택 예비입주자 모집 공고,부산광역시 외,2025.06.26,2025.07.09,접수마감,20979,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018261&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_955,매입임대,[강원지역본부] 25년 2차 신혼·신생아 매입임대주택 예비입주자 모집 공고,강원특별자치도,2025.06.26,2025.07.09,접수마감,7737,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018266&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_956,매입임대,[광주전남지역본부] 청년 매입임대주택 예비입주자 모집공고,광주광역시 외,2025.06.26,2025.07.09,접수마감,25319,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018280&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_957,매입임대,[광주전남지역본부] 기숙사형 청년주택 예비입주자 모집공고,광주광역시,2025.06.26,2025.07.09,접수마감,8720,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018291&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_958,매입임대,[광주전남지역본부] 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,광주광역시 외,2025.06.26,2025.07.09,접수마감,7762,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018283&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_959,매입임대,[광주전남지역본부] 신혼·신생아 매입임대주택Ⅱ(전세형) 예비입주자 모집공고,광주광역시,2025.06.26,2025.07.09,접수마감,10263,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018290&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_960,매입임대,[대전충남] 2025년 2차 신혼·신생아  II (전세형) 매입임대주택 예비입주자 모집 공고,충청남도,2025.06.26,2025.07.09,접수마감,14407,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018265&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_961,매입임대,[대전충남] 2025년 2차 신혼·신생아 I 매입임대주택 예비입주자 모집 공고,대전광역시 외,2025.06.26,2025.07.09,접수마감,17896,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018263&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_962,매입임대,"[인천지역본부] 25년 2차 신혼·신생아Ⅱ(전세형) 예비입주자 모집공고(인천,부천)",인천광역시 외,2025.06.26,2025.07.09,접수마감,33211,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018316&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_963,매입임대,"[인천지역본부] 25년 2차 신혼·신생아Ⅰ 예비입주자 모집공고(인천,부천)",인천광역시 외,2025.06.26,2025.07.09,접수마감,33984,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018322&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_964,영구임대,화성비봉 A-5블록 영구임대주택 입주자격완화 추가모집,경기도,2025.06.26,2025.07.10,접수마감,35609,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018309&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_965,매입임대,[대전충남] 2025년 2차 청년 매입임대주택 예비입주자 모집공고,대전광역시 외,2025.06.26,2025.07.09,접수마감,63840,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018252&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_966,매입임대,[전북지역본부]2025년 2차 신혼·신생아 매입임대주택Ⅱ(전세형) 예비입주자 모집공고,전북특별자치도,2025.06.26,2025.07.09,접수마감,11334,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018238&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_967,매입임대,2025년 2차 대구경북(구미-여성전용) 기숙사형 청년주택 입주자 모집공고,경상북도,2025.06.26,2025.07.09,접수마감,5102,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018300&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_968,매입임대,2025년 2차 대구경북지역 신혼ㆍ신생아Ⅱ(전세형) 입주자 모집공고,대구광역시 외,2025.06.26,2025.07.09,접수마감,16816,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018302&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_969,공공임대,과천지식정보타운 S-7블록 10년 공공임대주택 예비입주자 모집공고(2025.06.26),경기도,2025.06.26,2025.07.10,접수마감,56973,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060902&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_970,매입임대,2025년 2차 대구경북 신혼ㆍ신생아Ⅰ매입임대 입주자 모집공고,대구광역시 외,2025.06.26,2025.07.09,접수마감,13991,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018301&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_971,매입임대,[전북지역본부] 2025년 2차 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고2,전북특별자치도,2025.06.26,2025.07.09,접수마감,7816,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018237&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_972,매입임대,[전북지역본부]2025년 2차 청년매입임대주택 예비입주자 모집공고,전북특별자치도,2025.06.26,2025.07.09,접수마감,26454,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018236&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_973,매입임대,[강원지역본부]25년 2차 신혼·신생아 매입임대주택Ⅱ(전세형) 예비입주자 모집공고,강원특별자치도,2025.06.26,2025.07.09,접수마감,9570,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018267&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_974,행복주택,"양산 물금2 천년나무 행복주택(대학생,청년) 예비입주자 완화모집(소득,총자산 배제 및 무주택요건 완화)",경상남도,2025.06.26,2025.07.10,접수마감,12480,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018326&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_975,공공임대,문경매봉2 50년 공공임대주택 예비입주자 모집,경상북도,2025.06.27,2025.07.16,접수마감,6691,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018273&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_976,행복주택,(세종)행정중심복합도시 6-3M중1블록 행복주택 자격완화 입주자 추가모집공고,세종특별자치시,2025.06.27,2025.07.09,접수마감,48038,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018318&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_977,행복주택,"포항일월, 포항중앙 행복주택 모집공고(입주자격 완화, 선계약후검증)",경상북도,2025.06.27,2025.07.16,접수마감,11425,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018270&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_978,행복주택,부산광역시 정관8 행복주택 예비입주자 모집(완화공고),부산광역시,2025.06.27,2025.07.09,접수마감,27026,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018296&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_979,전세임대,2025년 기존주택 전세임대 입주자 모집 공고,전국,2025.06.30,2025.07.21,접수마감,52570,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018311&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=17
LH_lease_980,매입임대,[경기 안성] 안성맞춤 청년주택 입주자 모집공고,경기도,2025.06.30,2025.07.16,접수마감,14603,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018329&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_981,매입임대,[경기 안성] 안성맞춤 청년주택(기숙사형) 입주자 모집공고,경기도,2025.06.30,2025.07.18,접수마감,6354,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018330&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_982,행복주택,진주남문산 행복주택 예비입주자 입주자격 완화 모집('25.06.30.),경상남도,2025.06.30,2025.07.17,접수마감,11292,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018331&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_983,행복주택,진주옥봉 행복주택 예비입주자 입주자격 완화 모집('25.06.30.),경상남도,2025.06.30,2025.07.15,접수마감,16373,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018332&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_984,영구임대,'2025.6.30. 광양와우 영구임대 예비입주자 모집 공고(지자체 접수),전라남도,2025.06.30,2025.07.25,접수마감,5607,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018328&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_985,행복주택,대전장대 A1블록 행복주택 입주자 추가모집,대전광역시,2025.06.30,2025.07.16,접수마감,45463,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018293&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_986,국민임대,대전 해모로더센트라 국민임대 입주자(당해 사업지구 철거민 등) 모집,대전광역시,2025.06.30,2025.07.17,접수마감,17493,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018226&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_987,통합공공임대,과천지식정보타운 S-10BL 통합공공임대주택 예비입주자 모집공고,경기도,2025.06.30,2025.07.16,접수마감,125920,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018335&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=48
LH_lease_988,전세임대,[정정공고]2025년 기존주택 전세임대 입주자 모집 공고,전국,2025.06.30,2025.07.21,접수마감,106883,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018337&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=17
LH_lease_989,공공임대,[정정공고]과천지식정보타운 S-7블록 10년 공공임대주택 예비입주자 모집공고(2025.06.26),경기도,2025.06.30,2025.07.10,접수마감,139859,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060909&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_990,공공임대,의정부송산3단지 50년 공공임대 예비입주자 모집,경기도,2025.07.01,2025.07.15,접수마감,9991,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018336&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_991,매입임대,[정정공고]25년 1차 비분양전환형 든든전세 입주자 모집 통합공고,서울특별시 외,2025.07.01,2025.07.02,접수마감,127316,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018340&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_992,공공임대,[정정공고]의정부송산3단지 50년 공공임대 예비입주자 모집,경기도,2025.07.01,2025.07.15,접수마감,25177,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018342&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_993,매입임대,"[경상북도 구미시, 김천시] 매입임대주택 예비입주자 모집공고",경상북도,2025.07.01,2025.07.18,접수마감,8656,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018256&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_994,영구임대,정선신동 영구임대 예비입주자 모집(25.7.1 공고),강원특별자치도,2025.07.01,2025.07.25,접수마감,3375,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018334&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_995,매입임대,[경상북도 구미시] 다자녀 매입임대주택 예비입주자 모집공고,경상북도,2025.07.01,2025.07.18,접수마감,3106,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018255&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_996,매입임대,[정정공고][경기남부] 25년 2차 청년 매입임대주택 예비입주자 모집공고,경기도,2025.07.02,2025.07.09,접수마감,133459,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018347&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_997,매입임대,"[정정공고][인천지역본부] 25년 2차 청년 매입임대 예비입주자 모집공고(인천,부천)",인천광역시 외,2025.07.02,2025.07.09,접수마감,60366,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018351&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_998,매입임대,[정정공고][경기남부] 25년 2차 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,경기도,2025.07.02,2025.07.09,접수마감,93298,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018354&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_999,영구임대,정읍수성1 영구임대주택 예비입주자 모집 공고,전북특별자치도,2025.07.02,2025.07.31,접수마감,6485,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018350&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_1000,행복주택,"[정정공고]포항일월, 포항중앙 행복주택 모집공고(입주자격 완화, 선계약후검증)",경상북도,2025.07.03,2025.07.16,접수마감,12437,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018361&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1001,영구임대,대전광역시 영구임대주택 예비입주자 모집(2025.07.03),대전광역시,2025.07.03,2025.07.25,접수마감,38944,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018355&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_1002,행복주택,[정정공고]수원시 지역 행복주택 예비입주자 모집 공고(2025.07.03.),경기도,2025.07.03,2025.07.18,접수마감,51119,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018448&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1003,영구임대,"파주운정3 A34BL(초롱꽃3) 영구임대주택 입주자격완화 추가 및 예비입주자 모집(소득·자산요건 배제, 무주택요건 완화)",경기도,2025.07.03,2025.07.23,접수마감,40718,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018360&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_1004,행복주택,수원시 지역 행복주택 예비입주자 모집 공고(2025.07.03.),경기도,2025.07.03,2025.07.18,접수마감,108169,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018338&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1005,집주인임대,[서울지역본부] 집주인 임대주택 예비입주자 모집공고(건설개량형),서울특별시,2025.07.03,2025.07.16,접수마감,101640,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018358&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=36
LH_lease_1006,국민임대,익산한스빌 국민임대주택 예비입주자 완화 모집공고,전북특별자치도,2025.07.04,2025.07.22,접수마감,3694,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018348&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1007,통합공공임대,목포상락 통합공공임대주택 입주자모집(2025.07.04. 공고),전라남도,2025.07.04,2025.07.23,접수마감,6465,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018343&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=48
LH_lease_1008,행복주택,경북의성 행복주택 입주자 추가모집 공고,경상북도,2025.07.04,2025.07.18,접수마감,5004,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018367&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1009,국민임대,경북의성 국민임대 입주자 추가 모집공고,경상북도,2025.07.04,2025.07.18,접수마감,4474,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018369&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1010,국민임대,음성군지역 국민(매입)임대주택 입주자 모집 공고('25.07.04),충청북도,2025.07.04,2025.07.18,접수마감,10459,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018359&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1011,국민임대,포천송우4단지 국민임대주택 예비입주자 모집공고(2025.7.7.),경기도,2025.07.07,2025.07.23,접수마감,5503,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018373&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
